contrastive_score,independent_score,joint_score,sparsity,ground_truth
-7.88859324529767E-11,6.09550625085831E-11,-1.79046764969826E-10,695.598876953125,0.861383199691773
-6.50616129860282E-12,-1.79585185833275E-11,4.09272615797818E-11,41.9134941101074,0.886458396911621
1.43301440402865E-10,-7.63218849897385E-11,-4.59403963759542E-11,84.3312759399414,0.877960860729218
1.05131766758859E-10,-1.23708741739392E-10,-8.1886537373066E-11,339.397766113281,0.871781647205353
-2.40568624576554E-10,-1.77009496837854E-11,3.474997356534E-12,21.1056747436523,0.882068455219269
-1.17107265396044E-10,-6.14440068602562E-11,6.89469743520022E-11,168.649215698242,0.875696659088135
-1.30481203086674E-10,7.15241185389459E-11,-9.78034222498536E-12,53.8439521789551,0.861115217208862
1.48492108564824E-10,-1.1734664440155E-11,2.14856117963791E-10,662.269592285156,0.823025524616242
-1.98866473510861E-11,3.6924029700458E-11,-6.41855876892805E-11,408.724731445313,0.826219499111176
-1.04634091258049E-10,-3.02257831208408E-11,-8.31867509987205E-11,88.2284240722656,0.847730934619904
-7.75966327637434E-11,6.46337866783142E-11,-2.12108716368675E-10,1149.88732910156,0.822735190391541
-2.04271054826677E-10,8.90344381332398E-11,-1.80162896867841E-10,175.180648803711,0.833236515522003
-6.05272362008691E-11,2.61286913882941E-11,1.16984301712364E-10,48.8130111694336,0.848735272884369
-8.18312400951982E-11,-7.5960997492075E-11,2.29745637625456E-11,497.192413330078,0.825714290142059
-3.53014911524951E-11,-5.7850411394611E-11,-2.80037056654692E-11,302.896636962891,0.82792854309082
1.02061312645674E-10,-6.29122951067984E-11,2.42998794419691E-11,73.8572845458984,0.856423556804657
4.03358717449009E-10,-1.24023063108325E-10,-4.35276888310909E-11,1064.43383789063,0.786714315414429
-2.03090894501656E-10,6.23738742433488E-11,7.3091359809041E-11,120.957412719727,0.847112774848938
-1.31713750306517E-10,2.69760494120419E-10,4.46986814495176E-10,63.4984970092773,0.864958703517914
-2.17906199395657E-10,2.52995960181579E-10,1.5466648619622E-10,835.053894042969,0.807509660720825
8.04910087026656E-11,-1.26971281133592E-10,-5.53904101252556E-11,468.850250244141,0.830914080142975
-1.2693926692009E-10,1.33804860524833E-10,5.23534254170954E-11,125.305938720703,0.847575902938843
-8.18108674138785E-12,1.10700784716755E-10,-2.78984953183681E-10,1262.171875,0.791934728622437
-2.47746356762946E-11,7.55615474190563E-11,2.28610588237643E-11,212.356292724609,0.84753292798996
-4.88580553792417E-11,-7.44126737117767E-11,-1.66689278557897E-10,655.734008789063,0.875737965106964
1.863794750534E-10,4.15093381889164E-12,-1.53054133988917E-10,43.7203063964844,0.876923024654388
-2.95558129437268E-10,1.63967342814431E-10,9.155337465927E-11,87.7362823486328,0.879598140716553
-6.88422005623579E-11,-1.04424543678761E-10,1.76776666194201E-11,334.382995605469,0.861909627914429
1.12936686491594E-10,-1.39461189974099E-10,-3.33820935338736E-11,21.694372177124,0.869948267936707
-1.54145527631044E-10,2.98023223876953E-12,1.79623020812869E-10,173.359985351563,0.872011661529541
2.14541796594858E-10,-1.51037238538265E-10,-1.21770426630974E-11,605.199096679688,0.841472327709198
-1.85028329724446E-10,-2.68634903477505E-10,-1.52689608512446E-10,42.3991317749023,0.872667670249939
-7.96062522567809E-11,-6.58677890896797E-11,8.57631675899029E-11,85.7831039428711,0.865456879138947
3.15951183438301E-11,-9.1741094365716E-11,9.22766048461199E-11,305.344421386719,0.856851518154144
2.61672539636493E-11,1.15076545625925E-10,-1.69288250617683E-10,21.735143661499,0.889503121376038
-4.38716961070895E-10,5.75695594307035E-11,7.04596459399909E-11,162.453506469727,0.859603404998779
-1.30657281260937E-10,-7.33416527509689E-13,-4.49741492047906E-10,711.298828125,0.821644585253458
-6.75118644721806E-10,-1.53668224811554E-12,-7.09580490365624E-11,42.4760551452637,0.848697394789582
2.24752875510603E-10,4.47791535407305E-11,-1.87457771971822E-10,85.2770538330078,0.840251932436304
-5.9148296713829E-10,-4.26080077886581E-10,3.54915391653776E-10,353.719207763672,0.817914515203674
2.31641752179712E-10,-3.79543052986264E-11,2.78395600616932E-10,21.3431034088135,0.870202020202024
2.82627297565341E-11,7.22589902579784E-11,-8.53207893669605E-11,171.979721069336,0.823071428571431
8.43952875584364E-11,-4.74619446322322E-10,-4.98077133670449E-10,692.635070800781,0.726810812950134
-9.60633042268455E-10,-3.18390084430575E-10,5.26034273207188E-10,41.3583602905273,0.831949591636658
-3.57371754944325E-10,-4.12110239267349E-11,9.32579860091209E-10,83.4363555908203,0.803214371204376
6.15444150753319E-11,3.02941771224141E-11,-2.74492776952684E-11,347.160125732422,0.766857206821442
-1.68842962011695E-10,-2.79309460893273E-11,-1.59817864187062E-10,20.7504062652588,0.846253037452698
8.68807546794415E-11,-4.03192825615406E-10,-9.66736115515232E-10,169.235595703125,0.784570217132568
