contrastive_score,independent_score,joint_score,sparsity,ground_truth
54.29049607849120,58.21123826599120,56.000739866638200,695.598876953125,0.861383199691773
72.5784506362915,168.31554765319800,140.27809618835400,41.9134941101074,0.886458396911621
69.98655387001040,162.99456435089100,139.45959142608600,84.3312759399414,0.877960860729218
72.24552862167360,116.54479298553500,107.79955156860400,339.397766113281,0.871781647205353
77.60038666229250,171.3731073776250,141.43883271637000,21.1056747436523,0.882068455219269
67.3760560333252,121.42476856079100,104.67704615325900,168.649215698242,0.875696659088135
80.46917346572880,185.4288784942630,156.74690064544700,53.8439521789551,0.861115217208862
75.10109224090580,115.34235023345900,102.75966646270800,662.269592285156,0.823025524616242
72.28716210174560,115.1797734375,102.31993070526100,408.724731445313,0.826219499111176
76.3661585647583,197.8998152923580,170.21710657806400,88.2284240722656,0.847730934619904
56.64496796035770,65.98059127426150,60.023721799469000,1149.88732910156,0.822735190391541
78.0363502067566,175.54369406585700,150.7204375061040,175.180648803711,0.833236515522003
94.16670080566410,157.24896428375200,134.54849875946000,48.8130111694336,0.848735272884369
67.48833787155150,158.80247279663100,136.45904189605700,497.192413330078,0.825714290142059
73.74767488784790,173.0883335296630,150.73061569213900,302.896636962891,0.82792854309082
85.70748151474,164.38481193237300,137.83266251983600,73.8572845458984,0.856423556804657
58.29328134918210,78.34880865173340,68.81316835098270,1064.43383789063,0.786714315414429
81.59080234451290,137.19826438293500,119.50904939117400,120.957412719727,0.847112774848938
76.18275670852660,84.45147923355100,76.63308939743040,63.4984970092773,0.864958703517914
69.71201768798830,89.20380344085690,77.48289556961060,835.053894042969,0.807509660720825
72.63182615089420,91.44049304885860,80.95741613693240,468.850250244141,0.830914080142975
70.83348515319820,81.72423900756840,72.05691008377080,125.305938720703,0.847575902938843
66.0553431552887,83.34234056243900,73.44400609664920,1262.171875,0.791934728622437
69.10994647598270,82.33806915283200,71.89375825042720,212.356292724609,0.84753292798996
62.41675496444700,59.68964703292850,57.751987748718300,655.734008789063,0.875737965106964
89.70048526077270,172.10583387298600,145.55666401062000,43.7203063964844,0.876923024654388
81.05735991439820,134.20323977966300,117.32843892822300,87.7362823486328,0.879598140716553
79.65658886413570,96.13379660491940,90.19624853057860,334.382995605469,0.861909627914429
95.13846944351200,188.9872468322750,161.46574876556400,21.694372177124,0.869948267936707
74.92206223297120,125.09595816192600,111.85670242157000,173.359985351563,0.872011661529541
59.928900844574000,155.79156931762700,137.23870549469000,605.199096679688,0.841472327709198
53.53617579612730,147.11403446044900,121.51375146637000,42.3991317749023,0.872667670249939
56.980521240234400,134.36331649017300,117.16080749664300,85.7831039428711,0.865456879138947
64.51618724479680,147.47334296569800,130.12313082885700,305.344421386719,0.856851518154144
49.892588166427600,188.68544205932600,158.81858388824500,21.735143661499,0.889503121376038
59.66609345359800,116.26357414550800,103.29098910827600,162.453506469727,0.859603404998779
29.6593073846817,59.889933818054200,52.644626303863500,711.298828125,0.821644585253458
30.117548287582400,91.07381221618650,79.2220342628479,42.4760551452637,0.848697394789582
30.26925546588900,89.82428628387450,79.55782395324710,85.2770538330078,0.840251932436304
31.47738400154110,66.52401325073240,59.29714413070680,353.719207763672,0.817914515203674
29.876233281326300,93.5067996383667,80.626026612854,21.3431034088135,0.870202020202024
29.765512345695500,88.71126411743160,79.4221944519043,171.979721069336,0.823071428571431
16.03697379436490,25.82743947982790,23.43741456680300,692.635070800781,0.726810812950134
18.22616924057010,46.89922496566770,42.09978542060850,41.3583602905273,0.831949591636658
17.945335959243800,48.54235361709600,44.55200076751710,83.4363555908203,0.803214371204376
17.311434862136800,32.37963722190860,29.348370742034900,347.160125732422,0.766857206821442
17.618947444534300,49.22134249649050,44.114259864044200,20.7504062652588,0.846253037452698
17.24240529499050,45.852211819458000,41.79718248977660,169.235595703125,0.784570217132568
