batch_index,orig_loss,reconstr_loss,zero_loss
0,2.6663780212402344,6.832986354827881,9.027320861816406
1,3.047780990600586,5.888772010803223,9.37193489074707
2,2.9483957290649414,7.102649688720703,9.624316215515137
3,4.012351989746094,6.3531646728515625,9.00773811340332
4,3.403196334838867,6.285726547241211,8.496334075927734
5,2.5907068252563477,7.072457790374756,8.786888122558594
6,2.544473886489868,7.002039432525635,9.290069580078125
7,2.9318737983703613,6.882206916809082,8.986166954040527
8,3.795793056488037,6.042229652404785,8.775452613830566
9,2.8558263778686523,6.740152835845947,8.90400218963623
10,4.005663871765137,6.627424240112305,9.203080177307129
11,2.781188488006592,7.2730183601379395,9.361016273498535
12,2.5290186405181885,5.942859649658203,8.604240417480469
13,2.0343759059906006,7.016560077667236,9.696950912475586
14,2.6046905517578125,6.810481071472168,8.866471290588379
15,3.0508298873901367,6.633528709411621,8.770129203796387
16,3.120194673538208,6.971352577209473,8.920345306396484
17,2.8870036602020264,7.284571647644043,9.04124641418457
18,2.356969118118286,7.190501689910889,8.99560546875
19,2.9590656757354736,6.70612096786499,9.088682174682617
20,3.8506901264190674,6.718533992767334,8.809810638427734
21,3.2699296474456787,6.038392543792725,8.292888641357422
22,4.247213840484619,5.708361625671387,8.144231796264648
23,2.763244152069092,6.8757476806640625,8.695653915405273
24,2.9489035606384277,5.7507004737854,9.024514198303223
25,2.698276996612549,6.681015968322754,9.033418655395508
26,2.6976819038391113,6.772608757019043,8.552671432495117
27,3.226182222366333,6.73123836517334,8.895434379577637
28,2.9081356525421143,7.227289199829102,8.951608657836914
29,2.3993825912475586,5.816888332366943,8.58117961883545
30,3.5477283000946045,6.463374137878418,9.005592346191406
31,2.7971675395965576,6.964853286743164,8.723790168762207
32,2.3876264095306396,7.0631914138793945,9.037681579589844
33,2.677640676498413,6.513102054595947,8.726950645446777
34,3.322249412536621,7.101552963256836,8.998624801635742
35,2.494887590408325,6.638641357421875,8.80832290649414
36,3.1611809730529785,6.69281530380249,8.903583526611328
37,2.80641770362854,7.072242736816406,9.154043197631836
38,2.7559316158294678,7.405853748321533,9.33914566040039
39,3.1294143199920654,6.572146892547607,9.211706161499023
40,2.949221611022949,6.1443257331848145,8.168882369995117
41,3.3106913566589355,6.313416957855225,9.090849876403809
42,2.9501588344573975,6.653431415557861,8.498554229736328
43,3.0483877658843994,6.787608623504639,8.784676551818848
44,2.3689754009246826,6.3887434005737305,8.727471351623535
45,2.5081369876861572,7.004792213439941,9.310749053955078
46,3.830456256866455,6.776331424713135,9.16836166381836
47,2.8134000301361084,6.643973350524902,8.427098274230957
48,4.155804634094238,6.738509178161621,8.888002395629883
49,3.9819018840789795,6.634956359863281,8.66100025177002
