batch_index,orig_loss,reconstr_loss,zero_loss
0,2.368576765060425,9.129342079162598,7.9750518798828125
1,2.3455522060394287,8.965291976928711,7.306436061859131
2,2.4141101837158203,9.280563354492188,8.134761810302734
3,2.2887587547302246,9.286200523376465,8.254006385803223
4,2.4186482429504395,9.223360061645508,8.225003242492676
5,2.2995269298553467,9.246366500854492,8.148078918457031
6,2.2488574981689453,8.918407440185547,7.875237464904785
7,2.309601068496704,9.178595542907715,8.527444839477539
8,2.3956634998321533,9.086335182189941,7.986579895019531
9,2.2866873741149902,9.24693489074707,8.0950288772583
10,2.280811071395874,9.01704216003418,8.143473625183105
11,2.2634754180908203,9.323205947875977,8.30036735534668
12,2.254383087158203,9.104401588439941,7.888769149780273
13,2.3921101093292236,9.232418060302734,8.343928337097168
14,2.3175201416015625,9.297374725341797,8.24728775024414
15,2.323911190032959,9.317012786865234,8.245511054992676
16,2.3147451877593994,9.008905410766602,8.368305206298828
17,2.3421823978424072,8.88912582397461,8.159004211425781
18,2.4170167446136475,8.997995376586914,8.031789779663086
19,2.4554433822631836,9.199994087219238,8.057313919067383
20,2.141474723815918,9.374039649963379,8.290928840637207
21,2.216014862060547,9.308045387268066,7.588268756866455
22,2.287705183029175,8.900065422058105,8.15435791015625
23,2.3923118114471436,9.310327529907227,7.975785732269287
24,2.3887152671813965,9.165877342224121,8.02248477935791
25,2.4526374340057373,9.010191917419434,8.38510799407959
26,2.283696413040161,9.304681777954102,8.316596984863281
27,2.165616273880005,9.129055976867676,8.059088706970215
28,2.196383237838745,9.020980834960938,8.416547775268555
29,2.436831474304199,9.155919075012207,8.010899543762207
30,2.315399646759033,9.314796447753906,8.125861167907715
31,2.2000832557678223,9.319148063659668,8.313742637634277
32,2.311194896697998,9.271459579467773,7.808400630950928
33,2.4545278549194336,9.21740436553955,8.181614875793457
34,2.3040647506713867,9.03747272491455,8.537447929382324
35,2.0513155460357666,9.217706680297852,7.936987400054932
36,2.406712055206299,9.25887680053711,7.967860221862793
37,2.379822015762329,9.253471374511719,8.081184387207031
38,2.2587757110595703,9.077357292175293,8.00318431854248
39,2.3640992641448975,9.324844360351562,8.266449928283691
40,2.2560665607452393,9.043328285217285,8.383790969848633
41,2.441847324371338,9.268454551696777,8.413888931274414
42,2.2993009090423584,9.134061813354492,8.086849212646484
43,2.4124131202697754,8.999505043029785,8.032245635986328
