Feature Index,Category,Score,Explanation
1783,Low-level,4,"The feature shows consistent activation across tokens related to economic terms, indicative of a word-level polysemy pattern, with minor deviations."
1157,Low-level,3,"The activations suggest a focus on economic-related terms, but there is some inconsistency with tokens like '8' and '200', indicating a word-level polysemy pattern with some noise."
116,Undiscernible,1,"The activations are low and randomly distributed across common tokens without a clear pattern or theme, indicating noise or irrelevance."
1235,Undiscernible,1,"The activations do not show a discernible pattern or consistent theme, indicating random or noise-like behavior."
1284,Low-level,3,"The activations primarily focus on specific words like 'economic', 'crisis', and 'stock' indicating some word-level polysemy. However, there are inconsistencies with other low activations like '.'."
1218,Undiscernible,1,"There is no discernible pattern or clear association with meaningful tokens based on activation values, with activations mostly concentrated on punctuation and formatting tokens."
520,Low-level,4,"The feature shows a pattern of word-level polysemy related to terms involving negative events or situations ('crisis', 'crashed'). There is a clear pattern with minor inconsistencies, making it a low-level feature."
1272,Undiscernible,1,"The activation values across the tokens show no clear pattern or thematic consistency, indicating random noise and irrelevant activations."
1102,Undiscernible,1,"The activations are spread across common tokens with no clear pattern or theme, indicating random noise or irrelevant activations."
953,Low-level,3,"The activations show a slight pattern related to word-level components, such as parts of words or specific modifiers (e.g., 'during'). However, there are inconsistencies with tokens like '200' which don't fit a clear pattern, indicating some level of word-level polysemy with minor inconsistencies."
1406,Undiscernible,1,"The activations are for common tokens without any clear distinguishing pattern or thematic consistency, suggesting random noise or irrelevant activations."
386,Undiscernible,1,"The tokens activated ('8', 'economic', 'crisis', 'during', and '<|begin_of_text|>') do not exhibit a clear or consistent pattern, indicating random and irrelevant activations typical of undiscernible features."
2004,Undiscernible,1,"The activations are applied to seemingly unrelated tokens such as numbers, a period, and a preposition, suggesting no clear pattern or theme."
142,Undiscernible,1,"The activations are weak and do not form a clear pattern, indicating random or irrelevant activations typical of undiscernible features."
1891,Undiscernible,1,"The activation values show no clear pattern or theme among the tokens, indicating random noise and irrelevant activations."
1356,Undiscernible,1,"The activation values provide no clear or consistent pattern across tokens, indicating a lack of meaningful structure and relevance."
778,Low-level,3,"The feature shows activation on tokens related to economic themes ('crashed', 'market', 'economic'), indicating a low-level word association. However, there are inconsistencies like the numeral '200', leading to a moderate score."
568,Low-level,3,"The activations suggest a focus on word-level processing ('crashed', 'stock'), consistent with low-level semantic themes, but there are some inconsistencies with tokens like '200' and 'the'."
1389,Undiscernible,1,"The activations show no clear pattern or consistent theme, suggesting random noise or irrelevant activations."
1812,Undiscernible,2,"The activations do not exhibit a consistent pattern or specific theme. The tokens include a diverse set of unrelated words, indicating a lack of discernible structure or pattern beyond a broad appearance of financial terms."
891,Undiscernible,1,"The feature does not show a clear pattern or theme in the tokens activated; tokens like 'during', '8', 'the', 'economic', and 'stock' lack a cohesive semantic or syntactic theme, indicating random noise or irrelevant activations."
256,Undiscernible,1,"The tokens have low activations without a clear pattern or thematic connection, suggesting noise or irrelevant activations."
1680,Undiscernible,1,"The activation values do not reveal a clear pattern or meaningful theme and appear to be a random assortment, suggesting this feature category is undiscernible."
345,Undiscernible,1,"The tokens do not display a consistent pattern or clear contextual theme. Activations appear random and do not conform to recognizable polysemy or structured patterns, suggesting noise or irrelevant activations."
1667,Undiscernible,1,"The activation values for tokens appear to be random without any clear pattern or consistent theme, which indicates noise or irrelevant activations."
430,Undiscernible,1,"The activations show no clear pattern and seem to be random noise, indicating the feature is undiscernible."
1731,Undiscernible,1,"The activation data shows no discernible pattern or consistent theme, indicative of random or irrelevant activations."
598,Low-level,3,"The activations show an overall pattern related to financial terms, suggesting word-level polysemy with some inconsistencies."
519,Low-level,4,"The feature shows a pattern related to economic terms ('economic', 'market', 'stock') with a couple of deviations ('crisis', '8'), indicative of word-level polysemy."
1714,Undiscernible,1,The activation values are nearly identical and do not present a clear or consistent pattern associated with a specific feature category.
1923,Undiscernible,1,"The activations show no discernible pattern, as the tokens 'in', 'the', 'during', '8', and 'The' do not share an apparent thematic or structural consistency, indicating random noise or irrelevant activations."
269,Undiscernible,1,"The activation values show no clear pattern or theme, with tokens being fairly common and these connections being weak, indicative of random noise or irrelevant activations."
127,Low-level,3,"The activations suggest a focus on specific tokens related to 'crisis' and 'crashed', indicating polysemous usage typical of low-level features. However, the presence of 'during' and '<|begin_of_text|>' introduces some inconsistency in the pattern."
930,Undiscernible,1,"The activations appear random and lack a clear pattern, as the activated tokens do not represent a consistent topic or structure."
545,Low-level,4,"The feature activates on tokens related to economic activities or states, like 'market', 'crashed', 'stock', and 'economic', suggesting a focus on word-level semantically related concepts with one or two possible deviations (e.g., '.')."
100,Undiscernible,1,"The activation values show no clear pattern or consistent theme, with tokens appearing random and not forming a coherent low-level or high-level feature."
1709,Undiscernible,1,"The activation values do not show a clear pattern and are associated with varied, seemingly unrelated tokens, indicating random noise or irrelevant activations."
866,Undiscernible,1,"The activations show random token associations without a clear or consistent pattern, which suggests noise or irrelevant activations."
