batch_index,orig_loss,reconstr_loss,zero_loss
0,2.368576765060425,6.969620227813721,7.9750518798828125
1,2.3455522060394287,6.655711650848389,7.306436061859131
2,2.4141101837158203,6.9426069259643555,8.134761810302734
3,2.2887587547302246,6.977541446685791,8.254006385803223
4,2.4186482429504395,7.064239501953125,8.225003242492676
5,2.2995269298553467,7.053585529327393,8.148078918457031
6,2.2488574981689453,6.802130222320557,7.875237464904785
7,2.309601068496704,7.056892395019531,8.527444839477539
8,2.3956634998321533,6.936581134796143,7.986579895019531
9,2.2866873741149902,7.040322303771973,8.0950288772583
10,2.280811071395874,6.924257278442383,8.143473625183105
11,2.2634754180908203,7.007537841796875,8.30036735534668
12,2.254383087158203,6.966288089752197,7.888769149780273
13,2.3921101093292236,6.963542461395264,8.343928337097168
14,2.3175201416015625,7.07004451751709,8.24728775024414
15,2.323911190032959,7.00324010848999,8.245511054992676
16,2.3147451877593994,6.939265727996826,8.368305206298828
17,2.3421823978424072,6.67875337600708,8.159004211425781
18,2.4170167446136475,6.817063808441162,8.031789779663086
19,2.4554433822631836,6.955697059631348,8.057313919067383
20,2.141474723815918,7.120336532592773,8.290928840637207
21,2.216014862060547,6.966211795806885,7.588268756866455
22,2.287705183029175,6.878468990325928,8.15435791015625
23,2.3923118114471436,7.061154365539551,7.975785732269287
24,2.3887152671813965,6.902065277099609,8.02248477935791
25,2.4526374340057373,6.782022953033447,8.38510799407959
26,2.283696413040161,7.163735866546631,8.316596984863281
27,2.165616273880005,6.716395854949951,8.059088706970215
28,2.196383237838745,6.957629680633545,8.416547775268555
29,2.436831474304199,7.137124061584473,8.010899543762207
30,2.315399646759033,6.972649574279785,8.125861167907715
31,2.2000832557678223,6.946141719818115,8.313742637634277
32,2.311194896697998,6.897989749908447,7.808400630950928
33,2.4545278549194336,7.010534763336182,8.181614875793457
34,2.3040647506713867,6.789216995239258,8.537447929382324
35,2.0513155460357666,6.856576919555664,7.936987400054932
36,2.406712055206299,6.993992805480957,7.967860221862793
37,2.379822015762329,6.97104549407959,8.081184387207031
38,2.2587757110595703,6.930771827697754,8.00318431854248
39,2.3640992641448975,7.067323684692383,8.266449928283691
40,2.2560665607452393,6.937839508056641,8.383790969848633
41,2.441847324371338,7.129706859588623,8.413888931274414
42,2.2993009090423584,6.913686275482178,8.086849212646484
43,2.4124131202697754,6.901970863342285,8.032245635986328
44,2.3683764934539795,6.932806015014648,8.137002944946289
45,2.27665638923645,6.792476177215576,8.163949966430664
46,2.296788454055786,7.000367164611816,8.043304443359375
47,2.183746814727783,6.785836696624756,8.22558307647705
48,2.386828899383545,6.867544174194336,7.933022975921631
49,2.218459129333496,6.999258041381836,7.848942279815674
50,2.4051547050476074,7.074634075164795,7.994472026824951
51,2.3622262477874756,7.004971504211426,8.546540260314941
52,2.425886869430542,7.039196968078613,8.128194808959961
53,2.4897654056549072,7.199101448059082,8.206504821777344
54,2.4136791229248047,6.982885360717773,8.028678894042969
55,2.3518810272216797,6.8741888999938965,8.106085777282715
56,2.3663041591644287,7.0990471839904785,8.077831268310547
57,2.269618511199951,7.084163188934326,8.221923828125
58,2.274883985519409,6.813621520996094,8.091188430786133
59,2.4445102214813232,7.001607418060303,8.306631088256836
60,2.2170050144195557,6.565469264984131,7.575307369232178
61,2.2147672176361084,6.7344560623168945,7.836780071258545
62,2.2073235511779785,6.794386386871338,7.957946300506592
63,2.3700921535491943,7.114845275878906,8.391059875488281
64,2.350126028060913,6.920927047729492,7.9559783935546875
65,2.2816624641418457,7.095965385437012,8.420197486877441
66,2.245839834213257,6.6782026290893555,8.07178020477295
67,2.3659796714782715,7.058652877807617,8.20245361328125
68,2.3076322078704834,7.254989147186279,7.976103782653809
69,2.4327569007873535,7.211991310119629,8.321954727172852
70,2.4498088359832764,6.881503105163574,8.25595474243164
71,2.3222579956054688,6.957118034362793,7.906986236572266
72,2.4577252864837646,6.973611831665039,8.458404541015625
73,2.2231340408325195,6.97769832611084,8.151578903198242
74,2.1848015785217285,7.153325080871582,8.105034828186035
75,2.481983184814453,6.923799514770508,7.54645299911499
76,2.4411323070526123,7.256917476654053,8.181123733520508
