Feature Index,Category,Score,Explanation
1037,Undiscernible,1,"The activations are inconsistent and appear random, with no discernible pattern or broad theme observed."
1680,Low-level,3,"The activations suggest a pattern related to specific words typically associated with finance or events, like 'crashed' and 'stock'. The overall pattern is clear but not without inconsistencies, indicated by the involvement of tokens like 'in'."
1139,Undiscernible,1,"The activations do not reveal a clear or consistent pattern, with seemingly arbitrary associations to different tokens such as a number, a word, and punctuation."
1356,Undiscernible,1,"The activation values for the tokens do not show any clear pattern or consistent theme, indicating noise or irrelevant activations."
323,Undiscernible,1,"The activations do not show a clear or consistent pattern related to a specific feature or theme, indicating random and irrelevant activations typical of undiscernible features."
311,Undiscernible,1,"The activation pattern does not show any clear or consistent association with particular tokens, mainly consisting of noise with no discernible pattern."
227,Undiscernible,1,"The activations of the tokens '200', 'during', 'in', '<|begin_of_text|>', and 'economic' do not reveal any consistent pattern or clear theme, resembling random noise or irrelevant activations characteristic of undiscernible features."
976,Undiscernible,1,"The feature activations lack a discernible pattern and involve various common tokens with similar low activation values, suggesting random or irrelevant activations."
1396,Low-level,3,"The activations are focused on specific words or numbers ('in', 'market', 'crisis'), which suggests a word-level feature. However, there is some inconsistency in the pattern, given the mix of tokens."
730,Low-level,3,"The activations suggest a focus on terms related to financial events or crises, with moderate consistency. Some tokens like '8' and '<|begin_of_text|>' do not fit as clearly into a pattern, indicating a low-level interest with inconsistencies."
1269,Undiscernible,1,The activations appear to be random and do not exhibit a clear pattern of relevance or theme.
1551,Low-level,3,"The feature shows a clear pattern around words related to events that could involve 'crash' or 'stock', suggesting word-level polysemy typically associated with low-level features. However, there are minor inconsistencies in the activation values, which places it in the middle of the consistency scoring."
1556,Low-level,3,"The tokens show a focus on concepts related to economic events or disruptions, like 'crashed', 'stock', and 'crisis'. However, the beginning of text token has an unusually high activation, creating some inconsistency in the pattern."
1221,Undiscernible,1,"The activation values show no clear pattern or association with a coherent feature, indicating irrelevant activations."
458,Undiscernible,1,The activation values are low and there is no clear or consistent pattern in the tokens' associations. The tokens seem random and do not align with recognizable linguistic patterns.
1765,Undiscernible,1,"The activation values show no clear pattern, with seemingly random associations to tokens, indicating a lack of structure or relevance."
1127,Undiscernible,1,"The activations across the tokens do not show any clear or consistent pattern, suggesting random or irrelevant activations typical of undiscernible features."
742,Undiscernible,1,"The activations show no clear pattern or consistent theme, indicating random or irrelevant activations."
1624,Undiscernible,1,"The tokens ('stock', 'crisis', 'in', 'the') do not show a clear and consistent pattern or thematic relevance, suggesting random or irrelevant activations."
793,Undiscernible,1,"The feature activations reflect a lack of clear pattern or theme among the tokens, indicating random noise and irrelevant activations."
1775,Undiscernible,1,"The activations do not show any clear or consistent pattern and appear random, fitting the description of undiscernible features with no discernible pattern."
1280,Undiscernible,1,"The tokens with the highest activation values do not exhibit any clear, consistent pattern or theme that aligns with either low-level or high-level feature categories. The activations appear to be random and irrelevant, indicating an undiscernible feature."
1957,Undiscernible,2,"The activation values show a weak and unclear pattern with minimal activation levels and lack of a structured theme, indicative of random or irrelevant activations."
176,Undiscernible,1,"The activation values show no discernible pattern or consistent theme, indicating irrelevant activations or random noise."
566,Undiscernible,1,"The activations show no discernible pattern or meaningful association with specific tokens, indicating randomness and lack of structured relevance."
290,Undiscernible,1,"The activations do not reveal a consistent or clear pattern related to specific tokens or token relationships, indicating random noise or irrelevant activations."
