Feature Index,Category,Score,Explanation
267,Undiscernible,1,"The activations lack a discernible pattern, with only minor variations in activation values and no clear thematic or semantic groupings evident among the tokens."
884,Low-level,2,"The activations are linked to words that suggest a theme related to financial distress or impact, like 'crisis' and 'crashed', but also include inconsistent activations with no clear connection, such as 'in' and '8'."
296,Undiscernible,1,"The activations are on common tokens like 'The' and 'the', with no clear pattern or specific long-range structure, making it indistinguishable."
519,Low-level,5,"The feature shows a clear pattern of activating economic terms and concepts, indicating a monosemantic understanding of financial and economic contexts."
100,Undiscernible,1,The activations lack a clear pattern and do not demonstrate consistent relevance to a specific type of token or linguistic construct.
290,Undiscernible,1,"The activation values show no clear pattern or consistency towards a specific textual pattern or theme, suggesting random or irrelevant activations."
1292,Undiscernible,1,"The activations appear random and are associated with common tokens such as 'The' and '.', indicating no clear pattern or semantic meaning, qualifying as noise."
1280,Undiscernible,1,"The activation values do not show a clear, consistent pattern and seem random. The tokens activated are unrelated, indicating no discernible theme."
195,Low-level,5,"The activations are consistent with economic-related terminology, showing a clear pattern with no deviating examples, characteristic of a low-level feature focusing on polysemy in financial contexts."
372,Undiscernible,1,"The tokens do not show a clear pattern or cohesive theme, indicating random activations and making the feature undiscernible."
60,Undiscernible,1,"The activations do not show a clear pattern; tokens appear randomly related without any discernible theme, indicating noise or irrelevant activations."
906,Undiscernible,1,"The feature activations show random or generic tokens with no clear pattern, making it undiscernible."
782,Undiscernible,1,"The activations show no discernible pattern or clear association with either low-level or high-level features, indicating randomness or irrelevant activations."
2024,Low-level,3,"The activations show a consistent focus on economic and market-related terms, indicative of low-level polysemy. There are some related deviations but an overall clear pattern of finance-related words, justifying a score of 3."
1776,Undiscernible,1,The activations lack a clear pattern as they appear to be random and not clearly tied to any specific tokens signifying either a low-level or high-level feature.
430,Undiscernible,1,"The feature activations do not show a clear pattern and appear random, indicating that this feature is likely undiscernible and represents noise or irrelevant activations."
866,Undiscernible,1,"The activations are associated with a set of unrelated tokens, indicating no clear discernible pattern, consistent with random noise or irrelevant activations."
209,Low-level,2,"The activations seem to reflect a theme related to financial terminology, but the structure is weak and lacks a distinct pattern."
938,Undiscernible,1,"The activations show no clear or consistent pattern across tokens, indicating random noise or irrelevant activations."
930,Undiscernible,1,"The activations do not form a clear pattern or meaningful theme among the tokens, suggesting the activations are largely random or noise."
2015,Undiscernible,1,"The activation values show no clear pattern or theme, suggesting random activations without meaningful relevance to any specific feature."
345,Undiscernible,1,"The activations show no clear pattern or consistent association with a particular theme or concept, suggesting random or irrelevant activations."
1261,Undiscernible,1,"The feature activations do not show a clear pattern or any significant association with specific tokens, indicating randomness or irrelevance."
900,Low-level,5,"The tokens 'crisis', 'stock', 'market', 'economic', and 'during' all relate to economic contexts, indicating a clear pattern with no deviating examples."
954,Undiscernible,1,"The tokens activated do not show a discernible pattern and appear random, indicating noise or irrelevant activations."
1065,Undiscernible,1,"The activations do not form a clear pattern or theme, indicating a lack of discernible relevance. The tokens like 'market', 'during', 'economic', and '200' do not indicate a cohesive high or low-level feature."
849,Low-level,2,"The feature shows activation related to financial terms and actions ('stock', 'crisis', 'crashed') indicating a theme, but lacks clear structure or consistent long-range pattern."
13,Undiscernible,1,The activations are low and appear randomly across common words and symbols without a clear pattern or structure.
1217,Low-level,3,"Tokens like 'crisis', 'stock', and 'crashed' indicate a thematic focus on words associated with events or states, which fits low-level polysemy. However, the presence of general tokens like '.' and 'in' introduces some inconsistencies."
441,Undiscernible,1,"The activation levels show no clear pattern or coherent theme across the tokens provided, indicating randomness or noise."
689,Low-level,4,"The feature consistently activates around tokens related to market downturns, such as 'market', 'stock', 'crisis', and 'crashed', indicating a specific word-level theme with minor deviations."
1841,Undiscernible,1,The activations do not show a clear pattern; they are applied to both common tokens and seemingly unrelated ones without a discernible theme or consistency.
