batch_index,orig_loss,reconstr_loss,zero_loss
0,2.6663780212402344,4.657613277435303,9.027320861816406
1,3.047780990600586,3.756077527999878,9.37193489074707
2,2.9483957290649414,4.865293025970459,9.624316215515137
3,4.012351989746094,4.545541286468506,9.00773811340332
4,3.403196334838867,3.8702263832092285,8.496334075927734
5,2.5907068252563477,4.3673014640808105,8.786888122558594
6,2.544473886489868,4.6557159423828125,9.290069580078125
7,2.9318737983703613,4.6292619705200195,8.986166954040527
8,3.795793056488037,4.402836799621582,8.775452613830566
9,2.8558263778686523,4.395905494689941,8.90400218963623
10,4.005663871765137,4.732676029205322,9.203080177307129
11,2.781188488006592,4.6094818115234375,9.361016273498535
12,2.5290186405181885,4.054838180541992,8.604240417480469
13,2.0343759059906006,4.604474067687988,9.696950912475586
14,2.6046905517578125,4.490015983581543,8.866471290588379
15,3.0508298873901367,4.496561050415039,8.770129203796387
16,3.120194673538208,4.432065486907959,8.920345306396484
17,2.8870036602020264,4.787197589874268,9.04124641418457
18,2.356969118118286,4.446416854858398,8.99560546875
19,2.9590656757354736,4.516575813293457,9.088682174682617
20,3.8506901264190674,5.053342819213867,8.809810638427734
21,3.2699296474456787,4.000143527984619,8.292888641357422
22,4.247213840484619,4.5921525955200195,8.144231796264648
23,2.763244152069092,4.344123840332031,8.695653915405273
24,2.9489035606384277,4.040529251098633,9.024514198303223
25,2.698276996612549,4.008782386779785,9.033418655395508
26,2.6976819038391113,4.309472560882568,8.552671432495117
27,3.226182222366333,4.482411861419678,8.895434379577637
28,2.9081356525421143,4.715022563934326,8.951608657836914
29,2.3993825912475586,3.652226448059082,8.58117961883545
30,3.5477283000946045,4.261668682098389,9.005592346191406
31,2.7971675395965576,4.412147045135498,8.723790168762207
32,2.3876264095306396,4.415364742279053,9.037681579589844
33,2.677640676498413,4.396891117095947,8.726950645446777
34,3.322249412536621,4.718155384063721,8.998624801635742
35,2.494887590408325,4.184607028961182,8.80832290649414
36,3.1611809730529785,4.4381561279296875,8.903583526611328
37,2.80641770362854,4.586912155151367,9.154043197631836
38,2.7559316158294678,4.958258628845215,9.33914566040039
39,3.1294143199920654,4.29482364654541,9.211706161499023
40,2.949221611022949,4.077793121337891,8.168882369995117
41,3.3106913566589355,4.351470947265625,9.090849876403809
42,2.9501588344573975,4.514795780181885,8.498554229736328
43,3.0483877658843994,4.453699111938477,8.784676551818848
44,2.3689754009246826,4.248419284820557,8.727471351623535
45,2.5081369876861572,4.194546222686768,9.310749053955078
46,3.830456256866455,4.853984832763672,9.16836166381836
47,2.8134000301361084,4.756433963775635,8.427098274230957
48,4.155804634094238,4.836791038513184,8.888002395629883
49,3.9819018840789795,4.668746471405029,8.66100025177002
