batch_index,orig_loss,reconstr_loss,zero_loss
0,2.368576765060425,2.3764705657958984,7.9750518798828125
1,2.3455522060394287,2.352173328399658,7.306436061859131
2,2.4141101837158203,2.427577257156372,8.134761810302734
3,2.2887587547302246,2.298218250274658,8.254006385803223
4,2.4186482429504395,2.422191619873047,8.225003242492676
5,2.2995269298553467,2.3037266731262207,8.148078918457031
6,2.2488574981689453,2.249990940093994,7.875237464904785
7,2.309601068496704,2.3140792846679688,8.527444839477539
8,2.3956634998321533,2.401583433151245,7.986579895019531
9,2.2866873741149902,2.2956631183624268,8.0950288772583
10,2.280811071395874,2.298260450363159,8.143473625183105
11,2.2634754180908203,2.2613608837127686,8.30036735534668
12,2.254383087158203,2.266359567642212,7.888769149780273
13,2.3921101093292236,2.407435178756714,8.343928337097168
14,2.3175201416015625,2.318729877471924,8.24728775024414
15,2.323911190032959,2.351949453353882,8.245511054992676
16,2.3147451877593994,2.318484306335449,8.368305206298828
17,2.3421823978424072,2.340635299682617,8.159004211425781
18,2.4170167446136475,2.421722173690796,8.031789779663086
19,2.4554433822631836,2.463064432144165,8.057313919067383
20,2.141474723815918,2.1573312282562256,8.290928840637207
21,2.216014862060547,2.201728582382202,7.588268756866455
22,2.287705183029175,2.280787229537964,8.15435791015625
23,2.3923118114471436,2.4138870239257812,7.975785732269287
24,2.3887152671813965,2.386404514312744,8.02248477935791
25,2.4526374340057373,2.459751844406128,8.38510799407959
26,2.283696413040161,2.285482883453369,8.316596984863281
27,2.165616273880005,2.168994903564453,8.059088706970215
28,2.196383237838745,2.2004568576812744,8.416547775268555
29,2.436831474304199,2.4312145709991455,8.010899543762207
30,2.315399646759033,2.3292691707611084,8.125861167907715
31,2.2000832557678223,2.2283267974853516,8.313742637634277
32,2.311194896697998,2.3201305866241455,7.808400630950928
33,2.4545278549194336,2.471104621887207,8.181614875793457
34,2.3040647506713867,2.304225444793701,8.537447929382324
35,2.0513155460357666,2.059330940246582,7.936987400054932
36,2.406712055206299,2.3987674713134766,7.967860221862793
37,2.379822015762329,2.377565383911133,8.081184387207031
38,2.2587757110595703,2.264965772628784,8.00318431854248
39,2.3640992641448975,2.379281759262085,8.266449928283691
40,2.2560665607452393,2.259826421737671,8.383790969848633
41,2.441847324371338,2.4372572898864746,8.413888931274414
42,2.2993009090423584,2.3218843936920166,8.086849212646484
43,2.4124131202697754,2.411895751953125,8.032245635986328
44,2.3683764934539795,2.363790512084961,8.137002944946289
45,2.27665638923645,2.2844607830047607,8.163949966430664
46,2.296788454055786,2.298764228820801,8.043304443359375
47,2.183746814727783,2.1774284839630127,8.22558307647705
48,2.386828899383545,2.391108989715576,7.933022975921631
49,2.218459129333496,2.2254245281219482,7.848942279815674
50,2.4051547050476074,2.4244048595428467,7.994472026824951
51,2.3622262477874756,2.3839540481567383,8.546540260314941
52,2.425886869430542,2.403380870819092,8.128194808959961
53,2.4897654056549072,2.483701229095459,8.206504821777344
54,2.4136791229248047,2.4172942638397217,8.028678894042969
55,2.3518810272216797,2.358336925506592,8.106085777282715
56,2.3663041591644287,2.3580517768859863,8.077831268310547
57,2.269618511199951,2.288156747817993,8.221923828125
58,2.274883985519409,2.2873501777648926,8.091188430786133
59,2.4445102214813232,2.4341421127319336,8.306631088256836
60,2.2170050144195557,2.2262814044952393,7.575307369232178
61,2.2147672176361084,2.2232275009155273,7.836780071258545
62,2.2073235511779785,2.2328150272369385,7.957946300506592
63,2.3700921535491943,2.3906872272491455,8.391059875488281
64,2.350126028060913,2.3456344604492188,7.9559783935546875
65,2.2816624641418457,2.2797529697418213,8.420197486877441
66,2.245839834213257,2.2590999603271484,8.07178020477295
67,2.3659796714782715,2.362360715866089,8.20245361328125
68,2.3076322078704834,2.309185743331909,7.976103782653809
69,2.4327569007873535,2.433485507965088,8.321954727172852
70,2.4498088359832764,2.445492744445801,8.25595474243164
71,2.3222579956054688,2.325943946838379,7.906986236572266
72,2.4577252864837646,2.4701573848724365,8.458404541015625
73,2.2231340408325195,2.2378737926483154,8.151578903198242
74,2.1848015785217285,2.2068066596984863,8.105034828186035
75,2.481983184814453,2.483794689178467,7.54645299911499
76,2.4411323070526123,2.4559850692749023,8.181123733520508
77,2.300422430038452,2.3162343502044678,8.067784309387207
78,2.407506227493286,2.4123306274414062,8.226637840270996
79,2.311894655227661,2.314990520477295,8.029385566711426
80,2.3501806259155273,2.3527913093566895,8.135503768920898
81,2.177334785461426,2.2006635665893555,8.120055198669434
82,2.32189679145813,2.3206868171691895,8.097963333129883
83,2.3265678882598877,2.3405563831329346,8.270404815673828
84,2.119781017303467,2.1340579986572266,7.930647850036621
85,2.3803651332855225,2.3868424892425537,8.054759979248047
86,2.352834701538086,2.352527618408203,7.979479789733887
87,2.2177505493164062,2.221453905105591,8.176495552062988
88,2.483243227005005,2.4813714027404785,7.932157039642334
89,2.4169323444366455,2.4234941005706787,8.131021499633789
90,2.350496530532837,2.349591016769409,8.29279613494873
91,2.4531939029693604,2.456800937652588,8.279911994934082
92,2.434807777404785,2.4472239017486572,8.112224578857422
93,2.331974983215332,2.3408150672912598,7.93760871887207
94,2.3550937175750732,2.367156982421875,8.207418441772461
95,2.368671178817749,2.3808488845825195,7.774712085723877
96,2.4278981685638428,2.42189621925354,8.295467376708984
97,2.4132609367370605,2.4225831031799316,8.275434494018555
98,2.2355196475982666,2.2647721767425537,8.141807556152344
99,2.4350924491882324,2.445078134536743,8.34954833984375
100,2.1262409687042236,2.128157377243042,8.158551216125488
101,2.410953998565674,2.4155499935150146,8.220705032348633
102,2.329345703125,2.330901861190796,8.26323127746582
103,2.271693229675293,2.2698729038238525,7.683636665344238
104,2.3803019523620605,2.3947224617004395,8.326018333435059
105,2.5552220344543457,2.5710065364837646,7.843655109405518
106,2.430694341659546,2.429258346557617,8.325800895690918
107,2.164245128631592,2.178072214126587,8.375874519348145
108,2.4087507724761963,2.406858444213867,8.298150062561035
109,2.38600754737854,2.401456832885742,8.631709098815918
110,2.3830554485321045,2.4005489349365234,8.21359634399414
111,2.2566142082214355,2.2704415321350098,8.064077377319336
112,2.1947803497314453,2.1972382068634033,7.997842311859131
113,2.332913637161255,2.335341215133667,7.956941604614258
114,2.504561424255371,2.510263442993164,8.418898582458496
115,2.3012278079986572,2.324535608291626,7.877512454986572
116,2.3132612705230713,2.311356544494629,8.031113624572754
117,2.400461196899414,2.402696132659912,8.222500801086426
118,2.356940984725952,2.3705012798309326,8.304901123046875
119,2.327782392501831,2.3351027965545654,8.439217567443848
120,2.3676819801330566,2.3773140907287598,8.021745681762695
121,2.3287272453308105,2.3356058597564697,7.899933338165283
122,2.3841140270233154,2.386739492416382,7.892694473266602
123,2.10229229927063,2.0925581455230713,8.395598411560059
124,2.4289958477020264,2.4426047801971436,8.302359580993652
