batch_index,orig_loss,reconstr_loss,zero_loss
0,2.368576765060425,2.380516767501831,7.9750518798828125
1,2.3455522060394287,2.3677375316619873,7.306436061859131
2,2.4141101837158203,2.436896324157715,8.134761810302734
3,2.2887587547302246,2.302647352218628,8.254006385803223
4,2.4186482429504395,2.417912483215332,8.225003242492676
5,2.2995269298553467,2.317868947982788,8.148078918457031
6,2.2488574981689453,2.264789342880249,7.875237464904785
7,2.309601068496704,2.3391969203948975,8.527444839477539
8,2.3956634998321533,2.3884429931640625,7.986579895019531
9,2.2866873741149902,2.314756393432617,8.0950288772583
10,2.280811071395874,2.3107223510742188,8.143473625183105
11,2.2634754180908203,2.2822790145874023,8.30036735534668
12,2.254383087158203,2.2917091846466064,7.888769149780273
13,2.3921101093292236,2.4183874130249023,8.343928337097168
14,2.3175201416015625,2.324014902114868,8.24728775024414
15,2.323911190032959,2.389389753341675,8.245511054992676
16,2.3147451877593994,2.3335461616516113,8.368305206298828
17,2.3421823978424072,2.3358547687530518,8.159004211425781
18,2.4170167446136475,2.4325904846191406,8.031789779663086
19,2.4554433822631836,2.4754726886749268,8.057313919067383
20,2.141474723815918,2.1735622882843018,8.290928840637207
21,2.216014862060547,2.206543445587158,7.588268756866455
22,2.287705183029175,2.2895872592926025,8.15435791015625
23,2.3923118114471436,2.431373357772827,7.975785732269287
24,2.3887152671813965,2.4184296131134033,8.02248477935791
25,2.4526374340057373,2.4683849811553955,8.38510799407959
26,2.283696413040161,2.312822103500366,8.316596984863281
27,2.165616273880005,2.1887640953063965,8.059088706970215
28,2.196383237838745,2.2095532417297363,8.416547775268555
29,2.436831474304199,2.435631275177002,8.010899543762207
30,2.315399646759033,2.349846363067627,8.125861167907715
31,2.2000832557678223,2.2382166385650635,8.313742637634277
32,2.311194896697998,2.3485145568847656,7.808400630950928
33,2.4545278549194336,2.4744012355804443,8.181614875793457
34,2.3040647506713867,2.300814628601074,8.537447929382324
35,2.0513155460357666,2.0682411193847656,7.936987400054932
36,2.406712055206299,2.4138102531433105,7.967860221862793
37,2.379822015762329,2.378610134124756,8.081184387207031
38,2.2587757110595703,2.2757153511047363,8.00318431854248
39,2.3640992641448975,2.385342836380005,8.266449928283691
40,2.2560665607452393,2.2688722610473633,8.383790969848633
41,2.441847324371338,2.4407660961151123,8.413888931274414
42,2.2993009090423584,2.344877243041992,8.086849212646484
43,2.4124131202697754,2.4155426025390625,8.032245635986328
44,2.3683764934539795,2.3831560611724854,8.137002944946289
45,2.27665638923645,2.3036067485809326,8.163949966430664
46,2.296788454055786,2.3073318004608154,8.043304443359375
47,2.183746814727783,2.179318904876709,8.22558307647705
48,2.386828899383545,2.4053752422332764,7.933022975921631
49,2.218459129333496,2.2258663177490234,7.848942279815674
50,2.4051547050476074,2.4186253547668457,7.994472026824951
51,2.3622262477874756,2.4056296348571777,8.546540260314941
52,2.425886869430542,2.4424948692321777,8.128194808959961
53,2.4897654056549072,2.4910531044006348,8.206504821777344
54,2.4136791229248047,2.4195284843444824,8.028678894042969
55,2.3518810272216797,2.3718366622924805,8.106085777282715
56,2.3663041591644287,2.3714041709899902,8.077831268310547
57,2.269618511199951,2.3154654502868652,8.221923828125
58,2.274883985519409,2.297954797744751,8.091188430786133
59,2.4445102214813232,2.433645248413086,8.306631088256836
60,2.2170050144195557,2.2484259605407715,7.575307369232178
61,2.2147672176361084,2.2226340770721436,7.836780071258545
62,2.2073235511779785,2.2611477375030518,7.957946300506592
63,2.3700921535491943,2.4013988971710205,8.391059875488281
64,2.350126028060913,2.3547897338867188,7.9559783935546875
65,2.2816624641418457,2.3182411193847656,8.420197486877441
66,2.245839834213257,2.2613284587860107,8.07178020477295
67,2.3659796714782715,2.3582053184509277,8.20245361328125
68,2.3076322078704834,2.3131070137023926,7.976103782653809
69,2.4327569007873535,2.4442710876464844,8.321954727172852
70,2.4498088359832764,2.4657678604125977,8.25595474243164
71,2.3222579956054688,2.3467772006988525,7.906986236572266
72,2.4577252864837646,2.4742321968078613,8.458404541015625
73,2.2231340408325195,2.246547222137451,8.151578903198242
74,2.1848015785217285,2.2243473529815674,8.105034828186035
75,2.481983184814453,2.500544548034668,7.54645299911499
76,2.4411323070526123,2.4671294689178467,8.181123733520508
77,2.300422430038452,2.324249029159546,8.067784309387207
78,2.407506227493286,2.4103317260742188,8.226637840270996
79,2.311894655227661,2.341571807861328,8.029385566711426
80,2.3501806259155273,2.354219675064087,8.135503768920898
81,2.177334785461426,2.199228286743164,8.120055198669434
82,2.32189679145813,2.337181329727173,8.097963333129883
83,2.3265678882598877,2.3577725887298584,8.270404815673828
84,2.119781017303467,2.1460764408111572,7.930647850036621
85,2.3803651332855225,2.408475160598755,8.054759979248047
86,2.352834701538086,2.3507819175720215,7.979479789733887
87,2.2177505493164062,2.2500057220458984,8.176495552062988
88,2.483243227005005,2.4991095066070557,7.932157039642334
89,2.4169323444366455,2.4446935653686523,8.131021499633789
90,2.350496530532837,2.3587887287139893,8.29279613494873
91,2.4531939029693604,2.4601364135742188,8.279911994934082
92,2.434807777404785,2.456882953643799,8.112224578857422
93,2.331974983215332,2.3582282066345215,7.93760871887207
94,2.3550937175750732,2.367133140563965,8.207418441772461
95,2.368671178817749,2.371175527572632,7.774712085723877
96,2.4278981685638428,2.4475362300872803,8.295467376708984
97,2.4132609367370605,2.4278969764709473,8.275434494018555
98,2.2355196475982666,2.2875967025756836,8.141807556152344
99,2.4350924491882324,2.464876890182495,8.34954833984375
100,2.1262409687042236,2.1574106216430664,8.158551216125488
101,2.410953998565674,2.4138236045837402,8.220705032348633
102,2.329345703125,2.343871593475342,8.26323127746582
103,2.271693229675293,2.2773497104644775,7.683636665344238
104,2.3803019523620605,2.4123594760894775,8.326018333435059
105,2.5552220344543457,2.577505350112915,7.843655109405518
106,2.430694341659546,2.4267771244049072,8.325800895690918
107,2.164245128631592,2.1959614753723145,8.375874519348145
108,2.4087507724761963,2.395469903945923,8.298150062561035
109,2.38600754737854,2.4390149116516113,8.631709098815918
110,2.3830554485321045,2.415536880493164,8.21359634399414
111,2.2566142082214355,2.2887494564056396,8.064077377319336
112,2.1947803497314453,2.210723400115967,7.997842311859131
113,2.332913637161255,2.3485841751098633,7.956941604614258
114,2.504561424255371,2.525752544403076,8.418898582458496
115,2.3012278079986572,2.336122989654541,7.877512454986572
116,2.3132612705230713,2.326493263244629,8.031113624572754
117,2.400461196899414,2.4128928184509277,8.222500801086426
118,2.356940984725952,2.377713918685913,8.304901123046875
119,2.327782392501831,2.3430962562561035,8.439217567443848
120,2.3676819801330566,2.3736472129821777,8.021745681762695
121,2.3287272453308105,2.3465728759765625,7.899933338165283
122,2.3841140270233154,2.399169683456421,7.892694473266602
123,2.10229229927063,2.095548391342163,8.395598411560059
124,2.4289958477020264,2.4659345149993896,8.302359580993652
